ProductoId,ReorderPoint,ABC,lead_time
4815,2,C: <100,6.0
4817,22,B: 100-1k,7.453642384105961
4818,15,B: 100-1k,7.525597269624574
4824,2,C: <100,7.142857142857143
4829,160,A: 1k-30k,7.541123370110331
4833,34,B: 100-1k,8.420118343195266
4834,12,C: <100,6.666666666666667
4845,13,C: <100,7.952755905511811
4846,15,C: <100,7.599033816425121
4857,57,B: 100-1k,7.714285714285714
4868,137,B: 100-1k,7.540983606557377
4878,146,A: 1k-30k,7.956326987681971
4881,151,B: 100-1k,7.975
4882,106,B: 100-1k,7.618479880774963
4889,63,B: 100-1k,8.70516717325228
4892,2,C: <100,8.25
4896,80,B: 100-1k,7.510726072607261
4897,52,B: 100-1k,8.303370786516854
4898,18,C: <100,8.054187192118226
4899,5,C: <100,8.258064516129032
4902,15,C: <100,7.2
4903,500,A: 1k-30k,8.27450980392157
4916,231,A: 1k-30k,7.652463382157124
4921,12,C: <100,8.6
4932,202,A: 1k-30k,7.677243880326382
4938,69,B: 100-1k,7.832929782082324
4939,88,B: 100-1k,7.47462353597323
4945,106,B: 100-1k,7.461146496815287
4948,5,C: <100,8.5
4959,161,A: 1k-30k,7.817610062893082
4978,11,C: <100,8.636363636363637
4979,19,C: <100,9.339901477832512
4989,50,B: 100-1k,7.724137931034483
5014,14,B: 100-1k,6.462809917355372
5015,28,B: 100-1k,7.720524017467249
5027,38,B: 100-1k,7.26158940397351
5031,74,B: 100-1k,7.659400544959128
5033,31,C: <100,7.4784053156146175
5042,54,B: 100-1k,7.615533980582525
5054,224,B: 100-1k,7.8125
5056,10,C: <100,5.902439024390244
5058,62,B: 100-1k,7.627397260273972
5060,111,B: 100-1k,7.607387140902873
5062,11,C: <100,6.0
5065,6,C: <100,7.823529411764706
5070,10,C: <100,7.170984455958549
5075,25,B: 100-1k,7.650602409638554
5076,36,B: 100-1k,7.253164556962025
5077,20,C: <100,8.384615384615385
5080,2,C: <100,8.75
5083,3,C: <100,4.25
5087,20,B: 100-1k,7.969387755102041
5090,35,B: 100-1k,7.381333333333333
5094,70,B: 100-1k,7.885964912280702
5096,167,A: 1k-30k,7.498982706002034
5098,2,C: <100,6.5
5101,317,A: 1k-30k,7.544050862851953
5103,327,A: 1k-30k,7.4773299748110835
5105,154,A: 1k-30k,7.566172957477305
5106,19,B: 100-1k,7.766233766233766
5107,25,B: 100-1k,7.661290322580645
5109,157,A: 1k-30k,7.536429143314652
5111,2356,A: 1k-30k,7.5495207667731625
5124,28,B: 100-1k,7.63768115942029
5125,55,B: 100-1k,7.403743315508021
5126,8,C: <100,8.0
5128,40,B: 100-1k,7.4941176470588236
5130,79,B: 100-1k,7.333333333333333
5134,65,B: 100-1k,7.767045454545454
5135,11,C: <100,8.0
5137,52,B: 100-1k,7.234887737478411
5138,1110,A: 1k-30k,7.470233791275006
5142,48,B: 100-1k,7.4603174603174605
5145,17,C: <100,8.5
5146,39,B: 100-1k,7.333333333333333
5147,43,B: 100-1k,7.413793103448276
5148,56,B: 100-1k,7.654808959156785
5149,21,B: 100-1k,7.2982731554160125
5153,161,A: 1k-30k,7.528343666961913
5155,36,B: 100-1k,7.664150943396226
5160,42,B: 100-1k,7.192419825072887
5165,71,B: 100-1k,7.3515625
5167,2,C: <100,7.181818181818182
5168,24,B: 100-1k,7.97029702970297
5169,20,B: 100-1k,7.615384615384615
5170,112,B: 100-1k,7.638504155124654
5181,2,C: <100,8.0
5185,32,B: 100-1k,7.966019417475728
5187,42,B: 100-1k,7.579268292682927
5188,14,C: <100,7.421052631578948
5191,470,A: 1k-30k,7.534545454545454
5192,22,B: 100-1k,7.7942857142857145
5194,28,B: 100-1k,7.563131313131313
5195,65,B: 100-1k,7.695481335952849
5196,10,C: <100,6.0
5197,302,A: 1k-30k,7.697810218978102
5202,40,B: 100-1k,7.70464135021097
5212,32,B: 100-1k,7.410714285714286
5215,51,B: 100-1k,7.33943661971831
5218,52,B: 100-1k,7.4523809523809526
5219,85,B: 100-1k,7.572098475967175
5220,31,B: 100-1k,7.7272727272727275
5221,100,B: 100-1k,7.471238938053097
5223,30,B: 100-1k,7.3125
5228,63,B: 100-1k,7.904494382022472
5230,29,B: 100-1k,7.634285714285714
5232,74,B: 100-1k,7.672918229557389
5233,93,B: 100-1k,7.668181818181818
5242,178,A: 1k-30k,7.545186640471512
5246,27,B: 100-1k,7.559105431309904
5250,2,C: <100,9.0
5251,546,A: 1k-30k,7.872958257713249
5253,32,B: 100-1k,7.6048667439165705
5254,157,A: 1k-30k,7.781115879828326
5255,48,B: 100-1k,7.35480093676815
5259,25,B: 100-1k,7.7323076923076925
5268,34,B: 100-1k,7.236180904522613
5270,406,A: 1k-30k,7.866419294990724
5273,4,C: <100,9.0
5276,27,B: 100-1k,7.50251256281407
5277,18,B: 100-1k,7.715976331360947
5285,87,B: 100-1k,7.463022508038585
5286,46,B: 100-1k,7.359872611464968
5292,121,B: 100-1k,7.515409139213602
5296,69,B: 100-1k,7.819322459222083
5297,145,A: 1k-30k,7.645348837209302
5298,56,B: 100-1k,8.208020050125313
5299,325,A: 1k-30k,7.690295101916641
5308,170,A: 1k-30k,7.7745098039215685
5311,154,A: 1k-30k,7.663083765752409
5312,199,A: 1k-30k,7.823108993448481
5315,122,B: 100-1k,7.684729064039409
5316,322,A: 1k-30k,7.886
5317,54,B: 100-1k,7.695238095238095
5318,23,B: 100-1k,7.880208333333333
5322,15,C: <100,7.886792452830188
5325,15,C: <100,8.466666666666667
5330,32,B: 100-1k,7.732413793103448
5333,52,B: 100-1k,7.824267782426778
5334,27,B: 100-1k,7.593406593406593
5335,9,C: <100,9.0
5337,132,B: 100-1k,8.031796502384738
5339,46,B: 100-1k,8.372222222222222
5342,273,A: 1k-30k,7.530321046373365
5346,25,B: 100-1k,8.221590909090908
5348,80,B: 100-1k,7.650526315789474
5353,101,B: 100-1k,7.307359307359308
5356,261,A: 1k-30k,7.6682156133829
5358,36,B: 100-1k,7.220913107511046
5359,23,B: 100-1k,8.228915662650602
5361,35,B: 100-1k,8.0
5363,2,C: <100,9.5
5364,597,A: 1k-30k,7.4996546961325965
5365,505,A: 1k-30k,7.5879440885265
5367,188,A: 1k-30k,7.475947521865889
5368,68,B: 100-1k,7.445530726256983
5370,2,C: <100,8.9375
5371,37,B: 100-1k,8.666666666666666
5373,30,B: 100-1k,7.7407407407407405
5375,30,B: 100-1k,7.787307032590052
5376,2,C: <100,7.333333333333333
5378,22,B: 100-1k,8.134782608695652
5381,150,A: 1k-30k,7.8429752066115705
5382,156,A: 1k-30k,7.499554764024933
5384,3,C: <100,8.5
5390,224,A: 1k-30k,7.219512195121951
5391,370,A: 1k-30k,7.5132457462847295
5392,115,B: 100-1k,7.457142857142857
5394,87,B: 100-1k,7.562403697996919
5396,62,B: 100-1k,7.248
5399,837,A: 1k-30k,7.540197461212976
5401,286,A: 1k-30k,7.911877394636015
5403,101,B: 100-1k,7.588794926004228
5404,182,A: 1k-30k,7.634945397815913
5408,2,C: <100,7.25
5410,77,B: 100-1k,7.601217656012176
5414,16,C: <100,7.958333333333333
5415,64,B: 100-1k,7.6023916292974585
5417,39,B: 100-1k,8.157303370786517
5430,2,C: <100,7.904761904761905
5434,12,C: <100,7.333333333333333
5438,117,B: 100-1k,7.537803138373752
5440,171,A: 1k-30k,7.847728407388916
5444,182,B: 100-1k,7.704081632653061
5445,528,A: 1k-30k,7.723912206391991
5447,257,A: 1k-30k,7.790870488322717
5457,300,A: 1k-30k,7.874396135265701
5458,28,B: 100-1k,7.5
5462,32,B: 100-1k,7.4903474903474905
5463,6,C: <100,7.416666666666667
5468,10,C: <100,8.583333333333334
5480,94,B: 100-1k,7.604863221884498
5487,15,C: <100,7.5
5489,73,B: 100-1k,7.590733590733591
5490,249,A: 1k-30k,8.23404255319149
5491,1453,A: 1k-30k,7.771241830065359
5492,3,C: <100,7.60655737704918
5495,9,C: <100,7.375
5502,76,B: 100-1k,6.778625954198473
5505,78,B: 100-1k,7.172463768115942
5507,28,B: 100-1k,7.626086956521739
5515,4,C: <100,8.272727272727273
5517,6,C: <100,8.166666666666666
5525,33,B: 100-1k,8.476114649681529
5536,148,B: 100-1k,7.8347107438016526
5537,2,C: <100,7.4
5539,79,B: 100-1k,7.667808219178082
5549,5,C: <100,8.6
5560,15,C: <100,7.668384879725086
5566,38,B: 100-1k,7.457399103139013
5587,87,B: 100-1k,7.174231332357247
5597,57,B: 100-1k,7.297805642633229
5603,33,C: <100,7.666666666666667
5606,57,B: 100-1k,6.795238095238095
5610,3,C: <100,9.0
5616,105,B: 100-1k,7.568726355611601
5626,77,B: 100-1k,7.599462365591398
5627,24,B: 100-1k,7.960352422907489
5628,48,B: 100-1k,7.6266318537859
5629,132,B: 100-1k,9.583333333333334
5630,64,B: 100-1k,7.771653543307087
5633,26,C: <100,8.607476635514018
5635,2,C: <100,9.666666666666666
5641,11,C: <100,7.853448275862069
5643,14,C: <100,8.14018691588785
5645,7,C: <100,8.5
5653,5,C: <100,10.0
5654,2,C: <100,7.0
5655,22,B: 100-1k,6.93287037037037
5656,313,A: 1k-30k,7.878787878787879
5658,2,C: <100,8.4
5661,176,A: 1k-30k,7.528333333333333
5662,23,B: 100-1k,7.626168224299065
5667,28,B: 100-1k,7.582417582417582
5668,57,B: 100-1k,7.674666666666667
5669,30,B: 100-1k,7.756923076923077
5676,403,A: 1k-30k,7.417737789203085
5678,41,C: <100,9.0
5680,74,B: 100-1k,6.818181818181818
5681,8,C: <100,8.52
5683,138,B: 100-1k,9.0
5685,9,C: <100,7.88
5688,4,C: <100,7.5
5689,13,C: <100,7.7228260869565215
5691,4,C: <100,8.0
5693,3,C: <100,6.0
5694,72,B: 100-1k,7.573821339950372
5697,21,B: 100-1k,8.294554455445544
5698,12,C: <100,7.896551724137931
5702,15,C: <100,7.963800904977376
5705,20,B: 100-1k,7.387755102040816
5706,43,B: 100-1k,7.665048543689321
5707,7,C: <100,8.05813953488372
5708,269,A: 1k-30k,7.43940990516333
5713,80,B: 100-1k,7.4888705688375925
5714,98,B: 100-1k,7.221953188054883
5725,108,B: 100-1k,7.502976190476191
5731,52,B: 100-1k,7.656742556917688
5734,383,A: 1k-30k,7.499420625724218
5735,372,A: 1k-30k,7.602787456445993
5737,8,C: <100,8.333333333333334
5739,350,A: 1k-30k,7.763915547024952
5740,25,B: 100-1k,8.603988603988604
5741,39,B: 100-1k,7.448275862068965
5742,8,C: <100,11.0
5747,52,B: 100-1k,7.5355587808418
5750,100,B: 100-1k,7.404440154440154
5758,44,B: 100-1k,7.263036809815951
5759,34,B: 100-1k,7.59020618556701
5760,34,B: 100-1k,7.5
5765,143,A: 1k-30k,7.208127208480565
5767,41,B: 100-1k,7.154564315352697
5771,16,B: 100-1k,7.941964285714286
5773,33,B: 100-1k,7.213740458015267
5776,27,B: 100-1k,7.288659793814433
5780,35,B: 100-1k,7.829268292682927
5789,3,C: <100,6.0
5805,51,B: 100-1k,7.290987124463519
5808,7,C: <100,7.362962962962963
5810,37,B: 100-1k,7.1479958890030835
5815,36,B: 100-1k,7.557195571955719
5817,30,B: 100-1k,7.57421875
5818,7,C: <100,9.0
5822,22,B: 100-1k,7.538071065989848
5826,64,B: 100-1k,7.5473684210526315
5828,91,B: 100-1k,7.688568856885689
5831,39,B: 100-1k,8.5
5833,12,C: <100,8.444444444444445
5836,21,B: 100-1k,7.182352941176471
5838,10,C: <100,7.5
5847,101,B: 100-1k,7.6413690476190474
5849,129,B: 100-1k,7.406652360515022
5855,4,C: <100,6.9743589743589745
5872,190,A: 1k-30k,7.720508166969147
5875,22,B: 100-1k,7.442424242424242
5877,453,A: 1k-30k,7.827848101265823
5890,82,B: 100-1k,7.433684210526316
5891,210,A: 1k-30k,7.572180203880302
5897,43,B: 100-1k,7.457516339869281
5911,7,C: <100,9.5
5912,14,C: <100,7.785714285714286
5921,142,A: 1k-30k,7.618299445471349
5925,10,C: <100,7.6
5929,10,C: <100,7.414233576642336
5952,633,A: 1k-30k,7.805714285714286
5953,6,C: <100,6.529411764705882
5954,109,C: <100,8.5
5959,12,C: <100,10.4
5962,25,B: 100-1k,8.54653937947494
5977,25,B: 100-1k,7.672489082969432
5983,20,C: <100,8.276923076923078
5990,12,C: <100,8.333333333333334
6015,19,B: 100-1k,7.578740157480315
6021,9,C: <100,7.453125
6040,4,C: <100,6.0
6042,13,C: <100,8.84
6063,2,C: <100,4.0
6066,2,C: <100,11.0
6081,296,A: 1k-30k,7.458410351201478
6090,2,C: <100,7.5
6096,65,B: 100-1k,7.348314606741573
6102,16,C: <100,9.228571428571428
6105,43,B: 100-1k,8.556420233463035
6115,13,C: <100,8.275675675675675
6116,16,C: <100,8.565610859728507
6126,27,B: 100-1k,8.392543859649123
6127,3,C: <100,8.0
6129,6,C: <100,11.0
6136,2,C: <100,7.125
6140,5,C: <100,8.066666666666666
6145,20,B: 100-1k,7.705479452054795
6150,36,B: 100-1k,8.19205298013245
6156,9,C: <100,7.838815789473684
6157,50,B: 100-1k,7.375
6159,2,C: <100,11.0
6162,78,B: 100-1k,7.7287234042553195
6168,55,B: 100-1k,7.398148148148148
6173,58,B: 100-1k,7.8311170212765955
6174,220,A: 1k-30k,7.475925925925926
6183,55,B: 100-1k,7.898412698412699
6186,17,C: <100,7.651685393258427
6193,25,B: 100-1k,8.178571428571429
6195,11,C: <100,7.387640449438202
6206,43,B: 100-1k,8.20949263502455
6213,157,A: 1k-30k,7.81697247706422
6214,27,B: 100-1k,7.781544256120528
6216,79,B: 100-1k,7.707470747074708
6224,28,B: 100-1k,7.8655462184873945
6225,52,B: 100-1k,7.5911330049261085
6226,73,B: 100-1k,7.862994350282486
6227,11,C: <100,7.316091954022989
6231,84,B: 100-1k,7.708628005657709
6234,204,A: 1k-30k,7.601742377100186
6236,32,B: 100-1k,7.703389830508475
6240,17,C: <100,7.693121693121693
6241,75,B: 100-1k,7.032967032967033
6245,15,C: <100,7.630952380952381
6249,206,A: 1k-30k,7.85595567867036
6254,11,C: <100,7.105263157894737
6256,317,A: 1k-30k,6.964643095396931
6257,21,C: <100,7.483870967741935
6258,6,C: <100,8.181818181818182
6264,284,A: 1k-30k,7.6066597294484914
6265,4,C: <100,8.333333333333334
6266,50,B: 100-1k,7.6971544715447155
6267,22,B: 100-1k,7.174242424242424
6269,221,A: 1k-30k,7.371340523882897
6270,215,A: 1k-30k,7.285714285714286
6273,72,B: 100-1k,7.5963302752293576
6278,59,B: 100-1k,8.030581039755353
6280,20,C: <100,7.955223880597015
6281,184,A: 1k-30k,7.6073737131912855
6285,81,B: 100-1k,7.663563829787234
6288,59,B: 100-1k,7.71876923076923
6293,82,B: 100-1k,8.42384105960265
6296,36,B: 100-1k,7.773242630385488
6312,61,B: 100-1k,7.443561208267091
6314,24,B: 100-1k,7.910377358490566
6319,69,B: 100-1k,7.605363984674329
6322,29,B: 100-1k,7.494736842105263
6329,51,B: 100-1k,7.69959266802444
6343,15,C: <100,8.285714285714286
6344,14,C: <100,7.447619047619048
6349,621,A: 1k-30k,7.544382371198013
6351,71,B: 100-1k,7.116758241758242
6356,73,B: 100-1k,7.823991031390134
6357,23,C: <100,8.014150943396226
6358,24,B: 100-1k,7.364161849710983
6360,32,B: 100-1k,7.712749615975422
6361,33,B: 100-1k,7.646739130434782
6362,36,B: 100-1k,7.393665158371041
6365,14,C: <100,7.5
6366,8,C: <100,8.0
6368,63,B: 100-1k,7.631944444444445
6375,22,B: 100-1k,7.4
6378,21,B: 100-1k,7.477611940298507
6383,16,C: <100,8.11111111111111
6385,107,B: 100-1k,8.21911421911422
6389,2,C: <100,7.3
6394,11,C: <100,7.60377358490566
6395,3,C: <100,8.0
6396,99,B: 100-1k,7.711048158640226
6398,51,B: 100-1k,7.609065155807365
6402,20,B: 100-1k,7.6997319034852545
6411,7,C: <100,7.529411764705882
6416,8,C: <100,13.0
6420,152,A: 1k-30k,7.609375
6426,7,C: <100,7.865168539325842
6429,73,B: 100-1k,7.620493358633776
6431,14,C: <100,8.5
6432,253,A: 1k-30k,7.65
6433,14,C: <100,7.924050632911392
6438,63,B: 100-1k,7.332236842105263
6446,9,C: <100,8.03448275862069
6448,52,B: 100-1k,7.22020202020202
6451,408,A: 1k-30k,7.626482213438735
6455,111,B: 100-1k,8.120750293083235
6456,8,C: <100,7.081632653061225
6457,2,C: <100,8.333333333333334
6459,123,B: 100-1k,7.744270205066345
6460,33,B: 100-1k,7.349775784753363
6461,51,B: 100-1k,7.0
6472,25,C: <100,8.724137931034482
6477,20,C: <100,7.397435897435898
6478,64,B: 100-1k,7.3522727272727275
6479,560,A: 1k-30k,7.81524926686217
6481,26,C: <100,7.608695652173913
6483,10,C: <100,8.565217391304348
6495,17,B: 100-1k,8.046332046332047
6498,139,A: 1k-30k,7.560803474484256
6499,59,B: 100-1k,7.332644628099174
6505,18,C: <100,10.0
6520,5,C: <100,9.0
6523,83,B: 100-1k,7.549421193232413
6524,112,B: 100-1k,7.996884735202492
6525,3,C: <100,7.375
6526,209,A: 1k-30k,8.154804270462634
6529,25,B: 100-1k,7.828125
6530,42,B: 100-1k,7.1440677966101696
6532,4,C: <100,9.0
6535,46,B: 100-1k,7.724852071005917
6542,278,A: 1k-30k,8.131944444444445
6545,2,C: <100,8.333333333333334
6547,16,C: <100,7.25
6552,43,B: 100-1k,7.577712609970675
6553,75,B: 100-1k,7.728506787330317
6563,23,B: 100-1k,7.347593582887701
6565,372,A: 1k-30k,7.859598853868195
6566,54,B: 100-1k,8.065217391304348
6567,80,B: 100-1k,8.014115092290988
6568,10,C: <100,8.232558139534884
6569,59,B: 100-1k,7.676136363636363
6570,994,A: 1k-30k,7.081716738197425
6572,47,B: 100-1k,7.654228855721393
6574,196,A: 1k-30k,7.614412568306011
6575,122,B: 100-1k,7.327252625760089
6579,1049,A: 1k-30k,7.726477789436866
6581,53,B: 100-1k,7.825704225352113
6584,24,B: 100-1k,8.047619047619047
6585,31,B: 100-1k,7.60427807486631
6586,72,B: 100-1k,7.597689075630252
6590,53,B: 100-1k,7.661300708306504
6592,4,C: <100,7.433333333333334
6593,40,B: 100-1k,7.43265306122449
6595,242,A: 1k-30k,7.6257290991574855
6596,39,B: 100-1k,7.529569892473118
6599,191,A: 1k-30k,8.055900621118013
6608,12,C: <100,8.217948717948717
6624,9,C: <100,7.208333333333333
6635,17,C: <100,7.557823129251701
6638,16,C: <100,7.330024813895782
6647,173,A: 1k-30k,7.944151738672287
6648,36,B: 100-1k,7.666666666666667
6649,91,B: 100-1k,7.348030018761726
6650,1115,A: 1k-30k,7.7772241992882565
6651,76,B: 100-1k,7.342696629213483
6654,162,A: 1k-30k,7.437142857142857
6655,54,B: 100-1k,7.5796407185628745
6658,35,B: 100-1k,7.698863636363637
6659,31,B: 100-1k,7.726190476190476
6660,80,B: 100-1k,7.723929471032745
6670,41,B: 100-1k,7.6841121495327105
6681,54,B: 100-1k,7.554285714285714
6682,580,A: 1k-30k,7.651663405088063
6687,21,B: 100-1k,7.5476190476190474
6688,161,A: 1k-30k,7.264705882352941
6692,226,A: 1k-30k,7.463414634146342
6694,83,B: 100-1k,7.766536964980545
6698,9,C: <100,7.476190476190476
6721,22,B: 100-1k,7.859649122807017
6724,16,C: <100,7.26875
6725,210,A: 1k-30k,7.614130434782608
6727,50,B: 100-1k,7.454756380510441
6734,28,B: 100-1k,7.801556420233463
6735,55,B: 100-1k,7.741554054054054
6742,43,B: 100-1k,7.695035460992908
6743,6,C: <100,7.43859649122807
6748,75,B: 100-1k,7.476744186046512
6754,23,C: <100,7.871794871794871
6755,30,B: 100-1k,7.70756062767475
6762,19,C: <100,7.6891891891891895
6764,16,C: <100,8.090909090909092
6768,31,C: <100,6.8076923076923075
6774,2,C: <100,5.0
6782,24,B: 100-1k,7.399521531100478
6783,15,C: <100,8.057471264367816
6784,3,C: <100,10.0
6798,7,C: <100,8.666666666666666
6824,153,B: 100-1k,7.131041890440387
6828,81,B: 100-1k,7.553623188405797
6854,84,B: 100-1k,7.72
6855,110,B: 100-1k,8.412908242612753
6857,313,A: 1k-30k,7.1828752642706135
6859,72,B: 100-1k,7.562130177514793
6861,103,B: 100-1k,7.070378151260504
6862,6,C: <100,8.833333333333334
6864,89,B: 100-1k,7.783333333333333
6867,116,B: 100-1k,8.05072463768116
6869,185,A: 1k-30k,7.14336917562724
6872,2,C: <100,8.0
6873,80,B: 100-1k,7.875685557586837
6876,186,A: 1k-30k,7.059074733096085
6877,2,C: <100,7.333333333333333
6879,327,A: 1k-30k,8.564814814814815
6881,29,C: <100,8.780821917808218
6891,29,C: <100,8.045454545454545
6892,42,C: <100,8.818181818181818
6896,63,B: 100-1k,7.157894736842105
6916,4,C: <100,12.0
6918,170,A: 1k-30k,7.641816920943135
6919,21,C: <100,8.1
6929,9,C: <100,7.705882352941177
6932,47,B: 100-1k,7.658536585365853
6933,71,B: 100-1k,7.551525144270404
6935,4,C: <100,8.2
6937,415,A: 1k-30k,7.427441761060056
6938,163,A: 1k-30k,7.660377358490566
6941,3,C: <100,7.6
6942,17,B: 100-1k,7.777777777777778
6946,45,B: 100-1k,8.010498687664041
6950,25,B: 100-1k,7.871720116618076
6952,2,C: <100,8.802469135802468
6957,3,C: <100,7.0
6958,69,B: 100-1k,7.560975609756097
6960,190,A: 1k-30k,7.555633802816901
6967,421,A: 1k-30k,7.711484593837535
6968,2,C: <100,8.516129032258064
6974,154,A: 1k-30k,7.022123893805309
6975,50,B: 100-1k,7.592592592592593
6976,101,B: 100-1k,7.587947882736156
6980,33,B: 100-1k,8.193353474320242
6983,489,A: 1k-30k,7.8142292490118574
6984,48,B: 100-1k,7.2176470588235295
6987,27,B: 100-1k,8.2375
6990,15,C: <100,6.707692307692308
6995,66,B: 100-1k,7.548511047070125
7017,10,C: <100,7.860215053763441
7127,8,C: <100,8.508196721311476
7159,122,B: 100-1k,8.007211538461538
7193,8,C: <100,7.0
7198,104,B: 100-1k,7.850526315789474
7202,20,C: <100,7.173913043478261
7205,8,C: <100,9.0
7211,20,C: <100,7.448275862068965
7215,27,C: <100,8.15625
7219,24,C: <100,9.0
7221,152,A: 1k-30k,7.844140625
7222,2,C: <100,6.75
7224,64,B: 100-1k,8.361344537815127
7241,7,C: <100,10.833333333333334
7254,160,A: 1k-30k,7.639153439153439
7261,56,B: 100-1k,7.651785714285714
7262,83,B: 100-1k,7.5811209439528024
7265,30,B: 100-1k,7.453333333333333
7266,29,B: 100-1k,7.482142857142857
7269,29,B: 100-1k,7.653333333333333
7278,3,C: <100,8.333333333333334
7279,59,B: 100-1k,7.629401408450704
7282,53,B: 100-1k,7.722602739726027
7284,19,C: <100,8.08235294117647
7293,60,B: 100-1k,7.503321033210332
7302,123,B: 100-1k,7.685161290322581
7320,18,B: 100-1k,7.5306372549019605
7340,47,B: 100-1k,7.767543859649122
7341,1055,A: 1k-30k,7.8825688073394495
7344,11,C: <100,8.727272727272727
7345,255,A: 1k-30k,7.652987760979122
7353,34,B: 100-1k,7.164251207729468
7358,23,B: 100-1k,7.857142857142857
7361,6,C: <100,7.5
7371,18,C: <100,7.742424242424242
7374,89,B: 100-1k,7.628352490421456
7375,14,C: <100,7.571428571428571
7404,62,B: 100-1k,7.928571428571429
7413,32,B: 100-1k,7.813868613138686
7423,51,B: 100-1k,7.812760055478502
7433,2,C: <100,8.2
7439,2,C: <100,8.666666666666666
7458,4,C: <100,7.875
7485,60,B: 100-1k,7.896825396825397
7535,237,A: 1k-30k,7.819047619047619
7537,7,C: <100,7.869047619047619
7590,18,C: <100,10.0
7629,14,C: <100,7.0
7680,3,C: <100,7.6
7715,363,A: 1k-30k,7.476446411634524
7716,204,A: 1k-30k,7.4988597491448115
7718,87,B: 100-1k,7.675637393767706
7725,83,B: 100-1k,8.528301886792454
7728,65,B: 100-1k,8.427762039660056
7740,63,B: 100-1k,7.4935064935064934
7750,2,C: <100,7.833333333333333
7780,16,C: <100,6.5
7788,17,B: 100-1k,7.642335766423358
7792,8,C: <100,8.2
7818,63,B: 100-1k,7.5
7828,22,B: 100-1k,7.4186046511627906
7838,5,C: <100,7.833333333333333
7849,24,C: <100,7.982494529540482
7851,29,B: 100-1k,7.5
7860,58,B: 100-1k,7.17965367965368
7865,237,A: 1k-30k,7.496412263535551
7867,21,C: <100,7.906086956521739
7868,21,C: <100,7.472636815920398
7872,24,C: <100,8.145454545454545
7874,28,C: <100,6.769230769230769
7878,306,A: 1k-30k,7.797235023041475
7890,7,C: <100,7.0
7891,7,C: <100,7.1395348837209305
7902,27,C: <100,8.0
7909,7,C: <100,7.125
7917,11,C: <100,7.886446886446887
7931,21,C: <100,7.8597785977859775
7969,39,B: 100-1k,7.589333333333333
7974,2,C: <100,12.0
7977,85,B: 100-1k,7.823924731182796
7978,135,A: 1k-30k,7.821651090342679
7982,145,A: 1k-30k,7.721396731054978
7985,55,B: 100-1k,7.791348600508906
7986,29,B: 100-1k,8.601880877742946
7990,37,B: 100-1k,7.827464788732394
7991,59,B: 100-1k,7.68009768009768
7992,53,B: 100-1k,8.425531914893616
7993,88,B: 100-1k,7.711148648648648
7994,67,B: 100-1k,7.693069306930693
7995,42,B: 100-1k,8.6
7996,76,B: 100-1k,7.679405520169851
8000,118,B: 100-1k,7.579472140762463
8008,4,C: <100,8.833333333333334
8010,2,C: <100,6.666666666666667
8011,19,C: <100,8.08695652173913
8016,102,B: 100-1k,7.45068928950159
8017,14,C: <100,9.3
8018,104,B: 100-1k,7.51241134751773
8021,40,B: 100-1k,7.901515151515151
8023,404,A: 1k-30k,7.41224590976698
8027,162,A: 1k-30k,7.704485488126649
8028,7,C: <100,7.666666666666667
8032,116,B: 100-1k,7.521231422505308
8033,491,A: 1k-30k,7.604529616724738
8036,46,B: 100-1k,7.579449152542373
8038,8,C: <100,9.0
8040,135,B: 100-1k,7.588628762541806
8043,29,C: <100,7.8
8050,47,B: 100-1k,7.510028653295129
8053,1122,A: 1k-30k,7.7820247933884295
8057,28,B: 100-1k,7.383606557377049
8059,12,C: <100,7.972027972027972
8060,2,C: <100,6.0
8063,13,C: <100,9.666666666666666
8064,1100,A: 1k-30k,7.674971687429219
8066,270,A: 1k-30k,7.37180106228875
8068,1413,A: 1k-30k,7.385106672102188
8072,43,B: 100-1k,7.307070707070707
8075,26,B: 100-1k,7.442396313364055
8077,34,B: 100-1k,7.646551724137931
8078,59,B: 100-1k,8.096491228070175
8079,16,C: <100,8.833333333333334
8082,416,A: 1k-30k,7.512671002466921
8085,40,B: 100-1k,7.4005641748942175
8092,371,A: 1k-30k,7.867724867724868
8096,177,A: 1k-30k,7.735294117647059
8097,44,B: 100-1k,8.40521327014218
8100,9,C: <100,6.4
8101,315,A: 1k-30k,7.6967592592592595
8102,83,B: 100-1k,7.524744027303754
8103,718,A: 1k-30k,7.6220839813374806
8107,77,B: 100-1k,7.462177121771218
8110,52,B: 100-1k,7.769047619047619
8111,3687,A: 1k-30k,7.619962802231866
8112,479,A: 1k-30k,7.785858957834653
8113,37,B: 100-1k,7.5027932960893855
8114,6,C: <100,8.023255813953488
8118,99,B: 100-1k,7.739638682252923
8119,2,C: <100,10.0
8120,82,B: 100-1k,7.632911392405063
8123,82,B: 100-1k,7.832923832923833
8124,57,B: 100-1k,7.912350597609562
8128,16,C: <100,7.269709543568465
8130,447,A: 1k-30k,8.026022304832713
8131,54,B: 100-1k,7.3604651162790695
8135,57,B: 100-1k,7.997674418604651
8143,53,B: 100-1k,7.680851063829787
8144,38,B: 100-1k,8.197226502311247
8149,24,B: 100-1k,7.644295302013423
8151,15,C: <100,9.0
8152,15,B: 100-1k,6.557377049180328
8154,27,B: 100-1k,7.833333333333333
8155,250,A: 1k-30k,7.647783251231527
8159,520,A: 1k-30k,7.188764528626776
8166,74,B: 100-1k,7.664343786295006
